flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
M,295.107,0.0,6.738873e+22,4395730000000.0,49.584,2057433000000.0,4.814378e+21,167.870438,0.0,8044.202,3.616,0.0,28.583
N/A,688.146,11365000000.0,1.739446e+23,14837100000000.0,54.17,1345792000000.0,7.497378e+21,673.059448,-650.51,9733.797,3.774,-0.1086,50.877
M,5541.622,62958000000.0,8.681044e+23,103593000000000.0,392.09,10712700000000.0,5.365997e+22,3914.993164,-5506.2,7278.053,5.022,-0.1659,29.324
N/A,611.852,9379000000.0,4.984471e+22,13374480000000.0,9.877,4190034000000.0,7.741835e+21,716.75885,-747.47,2827.939,3.144,-0.1512,14.979
M,4807.912,88026000000.0,9.03572e+23,98111440000000.0,30.921,12775560000000.0,7.926836e+22,2766.888672,-15982.0,5399.997,4.633,-0.3444,20.943
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
N/A,366.123,6370300000.0,2.620808e+22,8661284000000.0,39.404,3400705000000.0,5.786149e+21,312.933014,-619.78,1975.608,2.775,-0.1846,8.379
M,3114.544,33902000000.0,5.686107e+23,57973410000000.0,65.282,5207265000000.0,2.330758e+22,1594.618652,-667.54,9946.947,4.897,-0.0374,48.443
N/A,26.973,1336300000.0,1.943935e+21,670285800000.0,3.313,231945300000.0,5.235404e+20,24.178665,20.388,1585.87,0.0,0.0289,4.009
N/A,1809.264,33294000000.0,2.103369e+23,35829470000000.0,200.971,11214590000000.0,3.257931e+22,812.141418,-6983.8,3186.547,4.146,-0.3979,11.259
N/A,270.149,0.0,3.153219e+22,4952680000000.0,3.521,853383100000.0,6.70911e+21,186.541,0.0,2355.723,3.493,0.0,7.967
N/A,192.186,2777200000.0,9.943026e+21,3292162000000.0,2.115,1566392000000.0,1.968474e+21,216.213394,-292.12,2728.486,1.367,-0.1995,5.394
N/A,3.739,539300000.0,1.935503e+20,98202040000.0,0.42,16470120000.0,6.427855e+19,15.95512,64.058,1214.508,0.0,0.2253,4.167
N/A,155.622,4203900000.0,9.248786e+21,3097287000000.0,6.993,944354800000.0,4.600517e+21,37.688862,-1363.2,983.924,0.0,-0.6151,0.579
N/A,255.031,8097100000.0,3.386834e+22,4360858000000.0,17.73,799591400000.0,5.280886e+21,93.989723,-1657.8,3520.002,3.258,-0.3884,9.979
M,5691.699,63110000000.0,8.713887e+23,106637500000000.0,357.459,9801803000000.0,5.425717e+22,3910.67334,-5789.6,7323.119,5.024,-0.174,29.189
N/A,263.748,3983400000.0,1.897621e+22,5226850000000.0,1.414,455335100000.0,3.110388e+21,97.940025,-519.92,2992.426,3.159,-0.2476,12.607
X,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
N/A,61.147,1223500000.0,3.333165e+21,1318146000000.0,8.992,480072600000.0,7.921746e+20,75.208046,-54.724,1924.716,2.197,-0.0848,5.521
M,155.038,12051000000.0,1.522853e+22,2888797000000.0,19.266,955994000000.0,3.436405e+21,50.111408,-2052.0,2251.056,3.023,-0.323,5.85
N/A,302.461,4442400000.0,2.317227e+22,7154234000000.0,15.85,1747100000000.0,3.259355e+21,214.747055,-206.38,2931.521,3.515,-0.0881,24.731
N/A,86.992,1571400000.0,5.096518e+21,1348019000000.0,6.874,327596500000.0,8.21589e+20,38.243156,-17.955,3762.364,0.0,-0.0217,14.902
M,4891.382,87536000000.0,1.160515e+24,100217100000000.0,130.217,4444268000000.0,6.450209e+22,2905.793457,-8629.6,8596.761,4.682,-0.187,34.6
M,653.482,0.0,2.274715e+23,11505320000000.0,168.394,5279287000000.0,9.86829e+21,708.904785,0.0,10981.09,4.76,0.0,34.03
N/A,389.236,13170000000.0,1.514328e+23,8383295000000.0,28.835,2360860000000.0,8.181112e+21,269.647858,-1040.8,9684.636,3.73,-0.1499,34.763
M,22.722,0.0,7.159196e+21,657157400000.0,1.626,518282100000.0,7.832713e+20,280.283173,0.0,3229.946,4.706,0.0,28.939
N/A,634.376,16124000000.0,5.032083e+22,13167860000000.0,9.395,247701700000.0,1.28214e+22,268.343933,-4181.5,1901.677,3.394,-0.4919,3.875
M,2737.191,49189000000.0,3.563375e+23,57890900000000.0,541.379,27789550000000.0,3.512531e+22,2783.79541,-4499.5,4584.743,4.274,-0.1735,21.849
N/A,509.083,8506100000.0,3.451746e+22,10551510000000.0,25.599,2839244000000.0,9.715564e+21,265.054871,-1971.9,1841.259,2.994,-0.4397,2.069
M,144.232,0.0,4.895183e+22,1333862000000.0,10.388,342387500000.0,2.154088e+21,89.196648,0.0,16831.1,3.795,0.0,43.151
N/A,194.715,2554100000.0,1.154199e+22,4164767000000.0,18.474,1112589000000.0,2.626732e+21,160.291077,-345.75,2106.391,0.0,-0.2568,6.52
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
N/A,206.348,3312400000.0,1.970442e+22,4135467000000.0,16.922,971369700000.0,3.277688e+21,103.770271,-648.74,3207.344,3.243,-0.3715,10.311
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
M,3731.12,55106000000.0,5.809134e+23,74333580000000.0,29.619,7169141000000.0,4.505237e+22,2281.43457,-6161.1,6564.917,4.586,-0.2121,24.058
N/A,926.061,18472000000.0,8.90958e+22,19629110000000.0,79.324,1594988000000.0,1.273055e+22,428.104645,-2887.9,3207.802,3.701,-0.2966,17.228
M,1904.214,36791000000.0,2.98447e+23,37111040000000.0,126.199,12147050000000.0,3.809135e+22,882.532532,-9291.8,3924.945,4.196,-0.4791,13.964
M,640.671,0.0,5.107798e+22,12589090000000.0,139.465,5059910000000.0,1.249132e+22,240.629333,0.0,1935.732,3.568,0.0,4.65
N/A,26.665,685210000.0,7.589025e+20,506538700000.0,0.482,191681000000.0,2.562873e+20,45.779633,46.188,1428.609,2.114,0.1279,2.0
N/A,405.135,22412000000.0,3.114142e+23,7762874000000.0,28.713,979502700000.0,9.79512e+21,276.281586,-2547.1,17032.82,3.885,-0.2156,55.342
M,473.291,0.0,4.63101e+22,10701070000000.0,77.106,6410309000000.0,1.706179e+22,284.305298,0.0,1176.6,3.578,0.0,4.71
N/A,47.506,1155200000.0,5.796047e+21,1553186000000.0,20.929,1303785000000.0,3.835119e+20,12.901378,32.349,3633.929,2.408,0.0531,59.201
M,3516.879,53970000000.0,3.350585e+23,75857540000000.0,360.957,18879790000000.0,5.838034e+22,2385.466797,-11382.0,2737.928,4.216,-0.4,10.722
N/A,814.022,20275000000.0,2.268403e+23,13687760000000.0,12.058,2134832000000.0,1.630289e+22,527.29657,-3098.5,7842.416,4.104,-0.2899,26.111
M,4851.151,87785000000.0,1.160659e+24,99130590000000.0,189.887,4018816000000.0,6.466879e+22,2869.700684,-8713.0,8599.436,4.687,-0.1883,34.543
N/A,1019.344,20148000000.0,1.513868e+23,22261730000000.0,128.358,7830835000000.0,1.195352e+22,915.068787,-748.27,5632.31,3.979,-0.0704,26.078
N/A,339.107,7536800000.0,4.866651e+22,7404525000000.0,96.788,6307435000000.0,5.179454e+21,221.729477,-363.79,4689.691,3.312,-0.0916,18.595
N/A,608.661,15619000000.0,4.892491e+22,13142350000000.0,3.631,887434200000.0,1.27485e+22,272.004181,-4092.9,1788.514,3.326,-0.4971,4.374
N/A,827.0,14379000000.0,2.089309e+23,17645130000000.0,23.806,5029185000000.0,1.093904e+22,576.958496,-1051.1,8516.331,3.824,-0.1387,41.802
N/A,389.283,8574100000.0,8.899702e+22,7972263000000.0,31.318,1728866000000.0,6.209331e+21,219.994003,-755.05,7338.324,3.45,-0.167,28.844
N/A,1347.91,40874000000.0,3.481997e+23,22841960000000.0,118.532,4370989000000.0,2.639504e+22,642.554871,-7418.3,7435.267,4.121,-0.3443,24.249
N/A,328.4,6453800000.0,2.749876e+22,6212417000000.0,42.043,1455442000000.0,5.201751e+21,127.696983,-1009.3,2818.704,2.735,-0.2967,4.179
N/A,64.913,1081300000.0,4.63928e+21,1424179000000.0,6.155,608460600000.0,9.741745e+20,43.641659,-185.66,2119.731,2.564,-0.3257,4.794
M,5669.643,63057000000.0,8.689335e+23,106379700000000.0,404.758,8045344000000.0,5.421331e+22,3905.681396,-5750.7,7258.174,5.034,-0.173,29.175
N/A,1312.437,27134000000.0,2.598196e+23,27311690000000.0,336.768,11145070000000.0,1.919598e+22,1010.03949,-2914.0,6714.514,3.449,-0.2037,25.136
M,4610.35,65834000000.0,1.153973e+24,85225020000000.0,840.268,33783060000000.0,4.417299e+22,2347.197998,-3059.0,12408.1,4.914,-0.0881,49.984
M,4940.197,89194000000.0,9.293612e+23,99570700000000.0,94.147,17880740000000.0,7.734057e+22,2786.458008,-15817.0,5898.638,4.672,-0.3364,21.472
M,6573.728,107190000000.0,1.316384e+24,119746700000000.0,1466.371,52258970000000.0,9.589422e+22,3152.920898,-17591.0,6935.052,4.919,-0.3113,18.114
N/A,712.47,23698000000.0,4.97671e+22,15544620000000.0,4.856,1699769000000.0,1.811719e+22,301.202179,-6136.3,1283.531,2.748,-0.4912,1.339
N/A,1558.171,40681000000.0,6.284156e+23,29133770000000.0,266.5,14536640000000.0,2.965532e+22,1030.911865,-4229.3,11682.81,4.517,-0.1972,35.321
N/A,57.74,1085500000.0,3.066374e+21,1231416000000.0,11.754,873047100000.0,7.081318e+20,99.96698,-134.99,2128.055,0.0,-0.2359,1.751
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
N/A,285.14,4518500000.0,2.463565e+22,5794984000000.0,9.917,793956700000.0,5.235205e+21,172.866486,-1000.3,2325.185,3.193,-0.4199,5.866
N/A,166.133,3336900000.0,1.713781e+22,3699330000000.0,18.495,1571885000000.0,2.672937e+21,137.143341,-431.99,2992.012,2.558,-0.2456,12.613
N/A,367.114,10734000000.0,1.31621e+23,9361420000000.0,33.894,2837255000000.0,6.019951e+21,614.458496,-407.38,9359.608,3.406,-0.072,42.988
M,3411.814,41271000000.0,5.167101e+23,66850050000000.0,925.958,39942340000000.0,3.019356e+22,1761.903564,-2238.2,7553.991,4.775,-0.1029,36.207
M,2665.324,45771000000.0,8.354293e+23,56235730000000.0,221.052,6761417000000.0,3.108063e+22,1797.623169,-1449.5,11785.59,4.583,-0.0601,54.899
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
C,1273.585,23199000000.0,9.11461e+22,30277420000000.0,15.605,3175182000000.0,3.228324e+22,741.918335,-6919.3,1221.685,3.072,-0.5658,2.665
N/A,162.642,0.0,2.557043e+22,2034632000000.0,25.363,962494400000.0,2.571189e+21,60.919876,0.0,5524.878,3.337,0.0,22.611
N/A,238.453,0.0,6.419327e+22,2811800000000.0,4.846,228257600000.0,3.688745e+21,104.595543,0.0,8547.603,4.175,0.0,44.032
N/A,58.109,1112500000.0,3.225916e+21,1367461000000.0,8.342,675003000000.0,8.674811e+20,58.629925,-71.108,1671.764,0.0,-0.1212,4.818
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
M,4851.151,87785000000.0,1.160659e+24,99130590000000.0,189.887,4018816000000.0,6.466879e+22,2869.700684,-8713.0,8599.436,4.687,-0.1883,34.543
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
M,0.552,0.0,9.521691e+20,54541410000.0,0.099,9289947000.0,2.817867e+19,229.557632,0.0,3446.975,4.562,0.0,88.462
N/A,59.155,2680200000.0,3.428674e+21,1360913000000.0,4.591,403578000000.0,1.894591e+21,35.253361,-707.95,809.8329,0.0,-0.501,0.0
X,1617.363,0.0,2.279901e+23,30645690000000.0,407.789,11878700000000.0,2.83848e+22,544.570312,0.0,3934.94,4.183,0.0,13.255
N/A,934.169,25252000000.0,8.457464e+22,20350810000000.0,171.542,8407815000000.0,1.305827e+22,1176.658569,-1485.6,2911.782,3.291,-0.1116,9.922
N/A,1095.8,15913000000.0,2.519409e+23,22821670000000.0,282.476,14426570000000.0,1.079683e+22,549.759766,-709.33,10369.97,4.254,-0.0846,49.727
M,1095.413,20130000000.0,1.423154e+23,21872160000000.0,6.958,1579785000000.0,1.349118e+22,464.336975,-3026.1,4942.196,4.226,-0.2852,25.555
N/A,269.572,4182700000.0,1.595559e+22,6353911000000.0,14.912,1178361000000.0,3.75307e+21,310.050171,-525.42,1879.003,0.0,-0.2383,5.583
N/A,41.391,679270000.0,1.94723e+21,771710300000.0,6.25,361502200000.0,4.517116e+20,58.460136,-72.184,2091.639,0.0,-0.2016,5.706
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,2801.381,39429000000.0,5.408113e+23,50084730000000.0,375.501,12879080000000.0,3.50753e+22,1170.55542,-6215.9,7990.736,4.78,-0.299,32.842
N/A,42.251,1292000000.0,1.443212e+21,905211500000.0,3.212,273982500000.0,4.469378e+20,113.122093,72.696,1492.747,0.0,0.1067,2.06
N/A,1234.992,0.0,2.093874e+23,17729780000000.0,162.856,8276195000000.0,2.451338e+22,927.264038,0.0,5907.528,3.639,0.0,11.226
M,166.584,0.0,2.091133e+22,4055142000000.0,0.242,383677700000.0,5.560282e+21,134.62796,0.0,1609.357,3.768,0.0,9.659
M,2285.67,0.0,3.808579e+23,36777010000000.0,85.388,3961692000000.0,4.897388e+22,2099.73877,0.0,4667.659,4.715,0.0,10.08
N/A,659.135,12360000000.0,9.669499e+22,14283100000000.0,14.594,967622500000.0,1.334646e+22,502.431641,-2246.8,3546.52,3.671,-0.3448,11.208
N/A,171.9,3133100000.0,2.095126e+22,3760085000000.0,3.181,1097772000000.0,2.561222e+21,184.317535,-349.78,3880.942,0.0,-0.2118,13.825
M,3477.083,41345000000.0,5.260814e+23,68093780000000.0,931.931,41998300000000.0,3.052626e+22,1775.775391,-2310.0,7618.516,4.771,-0.106,36.38
N/A,54.52,1131700000.0,3.087213e+21,1245091000000.0,8.703,620115500000.0,8.491424e+20,58.365566,-67.28,1674.806,0.0,-0.1128,4.251
M,3187.125,34838000000.0,5.735739e+23,60242650000000.0,32.762,5101422000000.0,2.373051e+22,1617.793701,-604.65,9881.344,4.892,-0.0329,48.016
M,4547.817,65747000000.0,1.157797e+24,84763260000000.0,897.272,34454670000000.0,4.410166e+22,2365.128418,-2725.6,12220.61,4.974,-0.0786,50.168
N/A,1143.91,17458000000.0,2.66131e+23,23771900000000.0,70.393,2577722000000.0,1.383369e+22,707.326599,-1409.4,8682.924,4.11,-0.1531,43.429
M,41.539,2896900000.0,2.980251e+21,1051816000000.0,0.913,118809300000.0,8.380942e+20,38.017628,87.141,1465.768,0.0,0.0571,3.07
M,5004.717,89260000000.0,9.225326e+23,99911060000000.0,155.056,15657330000000.0,7.714301e+22,2777.034912,-15975.0,5904.169,4.614,-0.3395,21.536
N/A,67.359,1398000000.0,5.579055e+21,1641371000000.0,13.857,1011112000000.0,6.080239e+20,32.863239,239.45,3130.37,0.0,0.3249,33.383
N/A,0.395,263310000.0,1.721785e+19,7456017000.0,0.031,5769291000.0,8.123434e+18,16.189016,8.6066,1178.62,0.0,0.062,0.0
N/A,134.624,2847700000.0,1.151997e+22,2765757000000.0,37.052,1384261000000.0,1.703069e+21,161.905151,-124.29,3319.703,0.0,-0.0828,9.989
N/A,214.689,2549900000.0,1.176017e+22,4546029000000.0,17.951,1209498000000.0,2.594978e+21,154.552795,-345.55,2117.469,0.0,-0.2571,9.278
N/A,295.452,13182000000.0,6.775952e+22,4965578000000.0,0.745,1539865000000.0,7.608256e+21,126.388939,-2722.2,4315.854,3.46,-0.3917,15.15
M,4594.19,65726000000.0,1.160142e+24,84635370000000.0,817.872,34324030000000.0,4.407027e+22,2351.246582,-2767.1,12378.09,4.96,-0.0799,50.057
N/A,955.445,14420000000.0,1.856258e+23,21621900000000.0,53.24,938074800000.0,1.218138e+22,509.726868,-1689.6,6999.189,3.686,-0.2223,38.137
X,1616.21,0.0,2.259258e+23,30709180000000.0,405.766,12416940000000.0,2.862199e+22,546.245544,0.0,3819.639,4.183,0.0,13.407
X,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
N/A,331.176,10089000000.0,1.835461e+22,7366452000000.0,3.438,1079992000000.0,8.600217e+21,144.359467,-2317.5,982.7061,2.839,-0.4357,0.803
M,2961.909,51719000000.0,8.494141e+23,58946140000000.0,235.145,6423855000000.0,3.756759e+22,1440.856201,-4243.8,11600.79,4.77,-0.1556,47.829
N/A,1404.375,0.0,1.052463e+23,28812430000000.0,168.833,9359082000000.0,4.024532e+22,405.893036,0.0,1289.316,3.336,0.0,1.768
M,13.859,0.0,2.851778e+21,397116500000.0,0.314,111130300000.0,5.829693e+20,267.449097,0.0,1780.556,4.768,0.0,17.91
M,1323.65,23921000000.0,3.535591e+23,29583930000000.0,30.534,3065480000000.0,1.807498e+22,907.288208,-1741.6,8470.424,3.382,-0.1381,47.203
N/A,58.887,919700000.0,5.978778e+21,1148504000000.0,8.764,521938800000.0,7.727244e+20,59.711475,-103.27,3991.082,0.0,-0.213,10.993
N/A,1970.073,40056000000.0,7.097257e+23,37543300000000.0,427.152,21957640000000.0,3.346806e+22,1077.364258,-4335.8,11166.19,4.477,-0.2053,33.414
M,4894.612,67819000000.0,1.061847e+24,79652020000000.0,722.409,18472140000000.0,5.023449e+22,1867.431274,-6891.6,11507.56,5.123,-0.1928,35.051
N/A,218.684,6613200000.0,7.594895e+22,4637646000000.0,46.386,3008295000000.0,4.188036e+21,113.94194,-650.13,8776.635,3.71,-0.1865,36.648
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
N/A,119.478,0.0,2.166217e+22,1373439000000.0,1.403,46371700000.0,1.71478e+21,50.026779,0.0,7354.072,3.225,0.0,30.523
N/A,1831.144,31449000000.0,3.32351e+23,29636770000000.0,580.526,20542360000000.0,2.704734e+22,685.994141,-6350.1,6939.215,4.405,-0.383,19.138
N/A,40.653,768180000.0,2.433717e+21,870183100000.0,5.955,540322600000.0,5.740674e+20,40.951973,-86.906,2042.984,0.0,-0.2146,5.24
X,4945.085,68010000000.0,1.065381e+24,80215230000000.0,715.079,16381210000000.0,5.038626e+22,1877.838745,-6987.0,11479.6,5.117,-0.1949,35.181
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
N/A,202.1,2840700000.0,9.822225e+21,3578910000000.0,0.508,2215917000000.0,2.098761e+21,216.337646,-291.8,2428.104,0.0,-0.1949,5.483
M,185.9,0.0,1.981445e+22,4214253000000.0,17.658,827439600000.0,6.28869e+21,175.819168,0.0,1401.599,3.195,0.0,6.989
N/A,2398.29,49640000000.0,6.555089e+23,52362430000000.0,487.369,21149550000000.0,3.948837e+22,1812.489868,-4510.7,7872.366,4.327,-0.1724,29.319
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
M,2215.326,29878000000.0,4.507174e+23,40917960000000.0,188.193,11962810000000.0,1.982664e+22,803.391235,-1684.2,11641.89,4.776,-0.1069,45.218
N/A,484.809,6646600000.0,3.895978e+22,9896931000000.0,62.254,2374176000000.0,4.893524e+21,238.395569,-489.08,3683.138,3.246,-0.1396,22.888
N/A,353.004,7156300000.0,2.506938e+22,7135332000000.0,1.572,811614000000.0,5.168389e+21,178.026688,-502.3,2423.846,2.492,-0.1331,6.253
M,1865.246,36281000000.0,2.94097e+23,35970030000000.0,103.771,9941631000000.0,3.726368e+22,884.753662,-9122.5,3936.488,4.241,-0.4769,13.798
X,1617.363,0.0,2.279901e+23,30645690000000.0,407.789,11878700000000.0,2.83848e+22,544.570312,0.0,3934.94,4.183,0.0,13.255
M,941.911,21220000000.0,7.059664e+22,21618880000000.0,233.606,8972338000000.0,1.104155e+22,856.598022,-1347.9,2594.735,3.275,-0.1205,19.7
N/A,2875.653,50532000000.0,6.17352e+23,47989490000000.0,784.624,29675490000000.0,3.924977e+22,1289.173828,-6915.5,8808.63,4.674,-0.2596,27.669
M,2882.325,55955000000.0,8.135534e+23,50567590000000.0,728.511,30726740000000.0,3.079636e+22,2933.280029,-3730.9,15483.26,4.73,-0.1265,43.779
X,1583.266,0.0,2.217477e+23,29977910000000.0,394.163,10682270000000.0,2.886155e+22,532.647583,0.0,3688.953,4.173,0.0,12.502
M,1931.477,43106000000.0,7.81277e+23,40251540000000.0,37.151,1658066000000.0,2.831002e+22,1320.560059,-2741.3,14147.06,4.242,-0.1206,50.772
M,2734.528,49250000000.0,3.56392e+23,58579160000000.0,528.413,26544490000000.0,3.541852e+22,2769.3125,-4489.5,4493.161,4.314,-0.1729,21.82
M,5340.088,62391000000.0,8.531112e+23,99173440000000.0,490.298,8305911000000.0,5.215954e+22,3893.975342,-5224.1,7343.348,4.988,-0.1588,29.053
N/A,49.34,1677700000.0,3.281654e+21,1218152000000.0,9.592,866883100000.0,8.904626e+20,35.557549,-247.22,1607.704,0.0,-0.2795,3.774
N/A,371.904,11903000000.0,2.179019e+22,8365102000000.0,4.805,142085800000.0,7.526574e+21,266.148895,-902.27,1363.335,2.801,-0.1438,1.022
N/A,90.49,2434300000.0,4.716965e+21,1978617000000.0,13.664,523945700000.0,1.199732e+21,69.024071,8.1445,1864.469,0.0,0.0063,4.882
N/A,656.234,13260000000.0,1.385729e+23,15711440000000.0,5.36,2537403000000.0,9.49016e+21,835.776123,-954.8,6602.355,2.83,-0.1366,24.734
N/A,921.831,14495000000.0,1.766201e+23,19008810000000.0,197.07,2720983000000.0,1.346796e+22,470.38504,-2144.5,6266.731,4.265,-0.2806,32.038
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
M,894.944,0.0,2.72197e+23,16344500000000.0,64.215,5898620000000.0,2.070885e+22,641.42041,0.0,6360.697,4.431,0.0,22.593
N/A,690.249,19950000000.0,1.086989e+23,12027440000000.0,140.916,5562544000000.0,1.641956e+22,275.577545,-4369.1,3551.388,3.661,-0.4154,11.863
M,1945.227,37650000000.0,3.051557e+23,38092900000000.0,130.994,10866140000000.0,3.827206e+22,888.930847,-9407.6,4024.56,4.307,-0.474,14.632
N/A,731.596,10059000000.0,9.632847e+22,13904630000000.0,71.451,3526521000000.0,7.033045e+21,297.64917,-579.03,6913.936,4.093,-0.1092,30.512
N/A,69.908,2760600000.0,3.777251e+21,1217807000000.0,13.914,435505100000.0,7.534049e+20,42.526459,393.5,2698.501,0.0,0.2704,9.488
N/A,106.462,2085300000.0,5.74924e+21,2539662000000.0,1.889,2269490000000.0,1.574704e+21,141.71347,-139.07,1549.983,1.839,-0.1265,4.368
N/A,116.227,1218400000.0,4.643461e+21,2431702000000.0,3.723,390783200000.0,1.016897e+21,113.236328,-110.28,1938.173,0.0,-0.1717,14.523
M,129.242,0.0,2.219905e+22,2138419000000.0,19.221,165834400000.0,3.062864e+21,238.947571,0.0,3239.455,5.011,0.0,24.205
N/A,715.15,23730000000.0,5.004127e+22,15789720000000.0,11.405,1521102000000.0,1.840898e+22,290.978394,-6244.6,1260.131,2.256,-0.4992,1.278
M,63.099,0.0,1.848282e+22,1387276000000.0,2.442,2262098000000.0,1.573e+21,323.933502,0.0,4754.806,4.673,0.0,33.823
N/A,11.019,554580000.0,7.161112e+20,280999400000.0,2.381,187322400000.0,2.00685e+20,15.422682,-12.906,1497.84,0.0,-0.0441,6.111
M,2353.64,32905000000.0,3.658574e+23,41241920000000.0,314.454,13936660000000.0,3.343759e+22,946.883911,-6556.9,5838.422,4.49,-0.378,16.361
X,1614.047,0.0,2.19576e+23,30380700000000.0,406.78,11742610000000.0,2.894803e+22,540.668213,0.0,3669.444,4.148,0.0,12.666
M,1309.493,22007000000.0,1.97219e+23,28634240000000.0,83.825,2572607000000.0,2.332374e+22,812.095276,-3914.4,3874.54,4.042,-0.3374,14.509
N/A,186.347,7338200000.0,8.473498e+22,2944952000000.0,14.16,600690500000.0,3.41417e+21,109.090263,-811.33,13483.59,3.459,-0.2097,50.38
